id,title,genre,original_language,overview,popularity,release_date,vote_average,vote_count
363126,Berlin Syndrome,"Mystery,Thriller,Drama,Horror",en,A passionate holiday romance leads to an obsessive relationship when an Australian photojournalist wakes one morning in a Berlin apartment and is unable to leave.,16.863,2017-04-20,6.0,533
46529,I Am Number Four,"Action,Thriller,Science Fiction,Adventure",en,"A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run, the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity, and along with his guardian, Henri, he is constantly moving from town to town. With each passing day, John gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger.",56.332,2011-02-18,6.2,4044
27632,Black Sunday,Horror,it,A vengeful witch and her fiendish servant return from the grave and begin a bloody campaign to possess the body of the witch's beautiful look-alike descendant. Only the girl's brother and a handsome doctor stand in her way.,8.079,1960-08-12,7.5,378
50698,Grave Encounters,"Thriller,Horror",en,A crew from a paranormal reality television show lock themselves in a haunted psychiatric hospital. They search for evidence of paranormal activity as they shoot what ends up becoming their final episode.,17.528,2011-09-09,6.3,1190
15775,If Only,"Fantasy,Drama,Romance",en,"After his impetuous musician girlfriend, Samantha, dies in an accident shortly after they had a fight (and nearly broke up), a grief-stricken British businessman, Ian Wyndham, living in London gets a chance to relive the day all over again, in the hope of changing the events that led up to her getting killed.",10.839,2004-01-23,7.0,468
490132,Green Book,"Drama,Comedy",en,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",31.501,2018-11-16,8.2,9214
446791,All the Money in the World,"Thriller,Drama,Crime,Mystery,History",en,The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.,11.987,2017-12-21,6.5,1940
50022,Super Troopers 2,"Comedy,Crime,Mystery",en,"When an international border dispute arises between the U.S. and Canada, the Super Troopers- Mac, Thorny, Foster, Rabbit and Farva, are called in to set up a new Highway Patrol station in the disputed area.",12.811,2018-04-19,5.8,359
40205,16 Wishes,"Fantasy,Drama,Family",en,"The story about Abby Jensen, a girl who's been eager to reach her 16th birthday and has kept a secret wish list since she was a little girl. When the Big Day actually arrives, utter disaster strikes, leaving Abby to think her birthday is ruined. But when a mysterious box of magical birthday candles arrives to turn things around, Abby's 16 Wishes start to come true. Her day gets better and better...until she makes one wish that threatens to change everything.",42.101,2010-10-02,6.3,1123
246741,What We Do in the Shadows,"Comedy,Horror",en,Vampire housemates try to cope with the complexities of modern life and show a newly turned hipster some of the perks of being undead.,13.577,2014-06-19,7.6,2876
482,Shaft,"Action,Crime,Thriller",en,Cool black private eye John Shaft is hired by a crime lord to find and retrieve his kidnapped daughter.,11.089,1971-06-25,6.5,260
286873,Northmen: A Viking Saga,"Adventure,Action,Drama",en,A band of Vikings cross enemy lines and a panicked race begins. The losers will pay with their lives.,15.635,2014-10-23,5.4,291
324542,Sleepless,"Action,Crime,Thriller",en,"Undercover Las Vegas police officer Vincent Downs, who has got a lot of enemies, is caught in a high stakes web of corrupt cops and the mob-controlled casino underground. When a heist goes wrong, a crew of homicidal gangsters gets T, Downs’ teenage son. In one sleepless night, he will have to rescue his son T (who they got), evade an internal affairs investigation and bring the kidnappers to justice.",27.233,2017-01-12,5.9,1091
463053,Ibiza,"Comedy,Romance",en,She could do the responsible thing. Or she could go to Ibiza with her best friends to chase down a hot DJ. Easy choice.,11.543,2018-05-25,5.7,1088
11598,The Kentucky Fried Movie,Comedy,en,"A series of loosely connected skits that spoof news programs, commercials, porno films, kung-fu films, disaster films, blaxploitation films, spy films, mafia films, and the fear that somebody is watching you on the other side of the TV.",8.529,1977-08-10,6.3,222
262,The King of Comedy,"Drama,Comedy",en,"Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.",13.302,1983-02-18,7.8,1734
10307,Stigmata,"Horror,Thriller",en,"A young woman with no strong religious beliefs, Frankie Paige begins having strange and violent experiences, showing signs of the wounds that Jesus received when crucified. When the Vatican gets word of Frankie's situation, a high-ranking cardinal requests that the Rev. Andrew Kiernan investigate her case. Soon Kiernan realizes that very sinister forces are at work, and tries to rescue Frankie from the entity that is plaguing her.",26.085,1999-09-10,6.2,855
321751,A Perfect Day,"Comedy,Drama,War",en,"Somewhere in the Balkans, 1995. A team of aid workers must solve an apparently simple problem in an almost completely pacified territory that has been devastated by a cruel war, but some of the local inhabitants, the retreating combatants, the UN forces, many cows and an absurd bureaucracy will not cease to put obstacles in their way.",7.686,2015-08-28,6.7,531
199373,The Frozen Ground,"Thriller,Crime",en,An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events.,13.128,2013-07-11,6.3,1234
2057,Original Sin,Thriller,en,"A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp",23.824,2001-05-08,6.1,669
62156,De Pernas pro Ar,Comedy,pt,"Alice is a thirty-something woman married to João, has a son and is very successful professionally. Alice is the typical workaholic, whose work is her largest and only pleasure. On the other hand her personal life does not exist: no sexual activity, zero libido, zero personal life. The lack of a sex life in Alice's life is overflowing in Marcela's, her stunning neighbor. A true expert on the subject, Marcela is the owner of a sex shop and knows everything when the theme is the search for pleasure. Like in the typical comedy of errors, the lives of Alice and Marcela will cross and both will undergo huge transformations after this encounter.",4.468,2010-12-31,6.5,210
77951,Walking with Dinosaurs,"Animation,Family,Adventure",en,"Walking with Dinosaurs 3D is a film depicting life-like 3D dinosaur characters set in photo-real landscapes that transports audiences to the prehistoric world as it existed 70 million years ago. The film is based on the 1999 documentary television miniseries Walking with Dinosaurs, produced by the BBC. Walking with Dinosaurs 3D is being produced by Evergreen Studios, the company that produced Happy Feet, and it is was released on October 11, 2013.",49.697,2013-12-18,6.1,393
11129,Human Traffic,"Comedy,Drama",en,"Five twenty-something friends spend a drug-fueled weekend in Cardiff, Wales.",8.3,1999-06-04,6.8,267
10471,Next Friday,Comedy,en,"A streetwise man flees South Central Los Angeles, heading to the suburbs and his lottery-winner uncle and cousin, to avoid a neighborhood thug with a grudge who has just escaped from prison.",14.817,2000-01-12,6.4,440
14161,2012,"Action,Adventure,Science Fiction",en,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",134.916,2009-10-10,5.8,10563
39957,Burning Bright,"Drama,Horror,Thriller",en,"After her lousy stepfather steals her savings to buy a vicious tiger, Kelly loses all hope of going to college. But Kelly's situation worsens when a hurricane leaves her and her autistic brother boarded up in their house with the man-eating beast. This edge-of-your-seat thriller follows the gutsy heroine and her younger sibling as they struggle to outwit the ravenous predator and find a way to survive.",11.105,2010-08-17,6.3,213
298250,Jigsaw,"Horror,Crime,Mystery,Thriller",en,"Dead bodies begin to turn up all over the city, each meeting their demise in a variety of grisly ways. All investigations begin to point the finger at deceased killer John Kramer.",47.327,2017-10-26,6.2,2995
569547,Black Mirror: Bandersnatch,"Science Fiction,Mystery,Drama,Thriller,TV Movie",en,"In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings.",15.681,2018-12-28,6.8,3364
346709,Line of Duty,"Thriller,Crime",en,"Frank Penny is a disgraced cop looking for a shot at redemption. When the police chief's 11-year-old daughter is abducted, Frank goes rogue to try and save her. But to find the girl, Frank will need the help of Ava Brooks, whose live-streaming news channel is broadcasting Frank's every move.",27.806,2019-12-25,6.0,227
32293,The Cheetah Girls,"Family,Comedy,Drama,Music,TV Movie",en,"A four-member teen girl group named the Cheetah Girls go to a Manhattan High School for the Performing Arts and try to become the first freshmen to win the talent show in the school's history. During the talent show auditions, they meet a big-time producer named Jackal Johnson, who tries to make the group into superstars, but the girls run into many problems.",10.376,2003-08-15,6.0,414
329996,Dumbo,"Family,Fantasy,Adventure",en,"A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.",31.664,2019-03-27,6.7,3796
1116,The Wind That Shakes the Barley,"Drama,War",en,"In 1920s Ireland young doctor Damien O'Donovan prepares to depart for a new job in a London hospital. As he says his goodbyes at a friend's farm, British Black and Tans arrive, and a young man is killed. Damien joins his brother Teddy in the Irish Republican Army, but political events are soon set in motion that tear the brothers apart.",11.514,2006-03-23,7.4,578
8193,Napoleon Dynamite,Comedy,en,"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.",12.25,2004-06-11,6.8,1466
507505,El Angel,"Drama,Crime",es,"Buenos Aires, Argentina, 1971. Carlos Robledo Puch is a 19-year-old boy with an angelic face, but a vocational thief as well, who acts ruthlessly, without remorse. When he meets Ramón, they follow together a dark path of crime and death.",13.461,2018-08-09,7.4,468
30497,The Texas Chain Saw Massacre,Horror,en,"When Sally hears that her grandfather's grave may have been vandalized, she and her paraplegic brother, Franklin, set out with their friends to investigate. After a detour to their family's old farmhouse, they discover a group of crazed, murderous outcasts living next door. As the group is attacked one by one by the chainsaw-wielding Leatherface, who wears a mask of human skin, the survivors must do everything they can to escape.",48.66,1974-10-01,7.3,2441
262543,Automata,"Thriller,Science Fiction",en,"Jacq Vaucan, an insurance agent of ROC robotics corporation, routinely investigates the case of manipulating a robot. What he discovers will have profound consequences for the future of humanity.",18.841,2014-10-09,5.8,1398
384664,Goodbye Berlin,"Drama,Comedy",de,"While his mother is in rehab and his father is on a 'business trip' with his assistant, 14-year-old outsider Maik is spending the summer holidays bored and alone at his parents' villa, when rebellious teenager Tschick appears. Tschick, a Russian immigrant and an outcast, steals a car and decides to set off on a journey away from Berlin with Maik tagging along for the ride. So begins a wild adventure where the two experience the trip of a lifetime and share a summer that they will never forget.",8.967,2016-09-15,6.7,219
13435,Antwone Fisher,"Drama,Romance",en,"A sailor prone to violent outbursts is sent to a naval psychiatrist for help. Refusing at first to open up, the young man eventually breaks down and reveals a horrific childhood. Through the guidance of his doctor, he confronts his painful past and begins a quest to find the family he never knew.",6.305,2002-12-19,6.8,368
65759,Happy Feet Two,"Animation,Comedy,Family",en,"Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters The Mighty Sven, a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to brings together the penguin nations and their allies to set things right.",49.225,2011-11-18,6.1,1294
763148,Time Is Up,"Romance,Drama",en,"Vivien, an accomplished student with a passion for physics, and Roy, a troubled young man, are involved in an accident that forces them to reclaim their lives one minute at the time.",104.545,2021-09-09,6.4,382
28609,Dragon Ball Z: Dead Zone,"Animation,Action,Fantasy",ja,"In order to wish for immortality and avenge his father, Garlic Jr. collects the dragon balls, kidnapping Goku's son Gohan in the process. Goku, Kami, Piccolo, and Krillin unite to rescue Gohan and save the world from being sucked into a dead zone.",58.276,1989-07-15,6.6,423
39103,Dragon Ball Z: The Return of Cooler,"Action,Animation,Science Fiction",ja,Cooler has resurrected himself as a robot and is enslaving the people of New Namek. Goku and the gang must help.,127.644,1992-03-07,6.6,425
57331,Largo Winch II,"Action,Adventure,Thriller",fr,"Propelled to the head of the W Group after the death of his adoptive father, Largo Winch decides, to everyone's surprise, to sell it, and use the proceeds to create an ambitious humanitarian foundation. But on the very same day, he finds himself accused of crimes against humanity by a mysterious witness. To prove his innocence, Largo will have to retrace the steps of his past life, in the heart of the Burmese jungle.",7.297,2011-02-16,5.9,295
34942,Balto III: Wings of Change,"Family,Adventure,Animation",en,"Balto and the other sled dogs are feeling dejected because the mail that used to be delivered by dogsled is now being delivered by airplanes. But when a mail plane crashes in the mountains, the dogs come to the rescue.",11.069,2004-04-14,6.7,283
13282,Death Race 2000,"Action,Comedy,Science Fiction",en,"In a boorish future, the government sponsors a popular, but bloody, cross-country race in which points are scored by mowing down pedestrians. Five teams, each comprised of a male and female, compete using cars equipped with deadly weapons. Frankenstein, the mysterious returning champion, has become America's hero, but this time he has a passenger from the underground resistance.",13.041,1975-04-30,6.1,351
8780,Baby Mama,Comedy,en,"A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate.",9.868,2008-04-25,5.9,544
25955,Pickup on South Street,"Crime,Thriller,Romance",en,"In New York City, an insolent pickpocket, Skip McCoy, inadvertently sets off a chain of events when he targets ex-prostitute Candy and steals her wallet. Unaware that she has been making deliveries of highly classified information to the communists, Candy, who has been trailed by FBI agents for months in hopes of nabbing the spy ringleader, is sent by her ex-boyfriend, Joey, to find Skip and retrieve the valuable microfilm he now holds.",5.599,1953-05-27,7.4,207
11583,The First Great Train Robbery,"Thriller,Adventure,Drama,Crime",en,"In Victorian England, a master criminal makes elaborate plans to steal a shipment of gold from a moving train.",9.421,1978-12-14,6.7,271
114478,Starship Troopers: Invasion,"Animation,Action,Science Fiction",en,"A distant Federation outpost Fort Casey comes under attack by bugs. The team on the fast attack ship Alesia is assigned to help the Starship John A. Warden stationed in Fort Casey evacuate along with the survivors and bring military intelligence safely back to Earth. Carl Jenkins, now ministry of Paranormal Warfare, takes the starship on a clandestine mission before its rendezvous with the Alesia and goes missing in the nebula. Now, the battle-hardened troopers are charged with a rescue mission that may lead to a much more sinister consequence than they ever could have imagined....",14.512,2012-07-21,5.9,310
36419,After.Life,"Drama,Horror,Mystery,Thriller",en,"Following a terrible car crash, a woman awakes to find an enigmatic mortician preparing her for burial.",18.239,2009-11-07,6.2,880
528491,WHAT DID JACK DO?,"Crime,Comedy",en,"In a locked down train station, a homicide detective conducts an interview with a tormented monkey  who is suspected of murder.",6.854,2017-11-08,6.4,369
8866,The Truth About Cats & Dogs,"Comedy,Romance",en,A successful veterinarian and radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.,8.113,1996-04-26,6.0,249
2064,While You Were Sleeping,"Romance,Comedy",en,"A transit worker pulls commuter Peter off railway tracks after he's mugged, but—while he's in a coma—his family mistakenly thinks she's Peter's fiancée, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be.",15.878,1995-04-21,6.9,1375
756999,The Black Phone,"Horror,Thriller",en,"Finney Shaw, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",5278.336,2022-06-22,8.0,1101
6003,Romeo and Juliet,"Drama,Romance",en,"Romeo Montague and Juliet Capulet fall in love against the wishes of their feuding families. Driven by their passion, the young lovers defy their destiny and elope, only to suffer the ultimate tragedy.",15.604,1968-04-02,7.4,520
9886,Johnny Mnemonic,"Science Fiction,Thriller,Adventure,Action,Drama",en,"In a dystopian 2021, Johnny is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. On one delivery run, he accepts a package that not only exceeds the implant's safety limits—and will kill him if the data is not removed in time—but also contains information far more important and valuable than he had ever imagined. On a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life.",11.884,1995-05-26,5.7,1065
420426,Bleach,"Action,Fantasy,Adventure",ja,"High school student Ichigo Kurosaki lives an ordinary life, besides being able to see ghosts and the blurry memories of his mother's death under strange circumstances when he was a kid. His peaceful world suddenly breaks as he meets Rukia Kuchiki, a God of Death.",21.926,2018-07-20,6.6,464
8413,Event Horizon,"Horror,Science Fiction,Mystery",en,"In 2047, a group of astronauts are sent to investigate and salvage the starship 'Event Horizon' which disappeared mysteriously 7 years before on its maiden voyage. With its return, the crew of the 'Lewis and Clark' discovers the real truth behind the disappearance of the 'Event Horizon' – and something even more terrifying.",24.04,1997-08-15,6.5,2135
2259,The House of the Spirits,"Romance,Drama",en,"A rancher, his clairvoyant wife and their family face turbulent years in South America.",13.104,1993-10-19,6.9,551
380124,Boo! A Madea Halloween,"Comedy,Horror",en,"Madea winds up in the middle of mayhem when she spends a hilarious, haunted Halloween fending off killers, paranormal poltergeists, ghosts, ghouls, and zombies while keeping a watchful eye on a group of misbehaving teens.",9.172,2016-10-21,5.7,371
35690,The Last Song,"Drama,Family,Romance",en,"A drama centered on a rebellious girl who is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.",18.45,2010-03-31,7.2,3059
11826,Sexy Beast,"Crime,Drama,Thriller",en,"Ex-safecracker Gal Dove has served his time behind bars and is blissfully retired to a Spanish villa paradise with a wife he adores. The idyll is shattered by the arrival of his nemesis Don Logan, intent on persuading Gal to return to London for one last big job.",9.561,2000-09-13,7.0,567
10800,Dragon Hunters,"Animation,Family",fr,"Dragon Hunters is a fantastic tale telling the adventures of two dragon hunters: the world has become a vast conglomerate of islands of varying size and shape. This babbling universe is mainly peopled with ruthless rogues, surly peasants and illiterate, petty lords Their main concerns revolve around two fundamental rules : Eat and don't get eaten.",9.155,2008-03-19,6.5,376
7219,Zombie Flesh Eaters,Horror,it,"On the Caribbean island of Matul, white doctor David Menard is trying to stem the tide of cannibal zombies that are returning from the dead.  Arriving on the island are Anne and reporter Peter West who are looking for Anne's missing father.  The pair soon find themselves under attack from the zombies.",12.214,1979-08-25,6.6,453
1249,Hollywoodland,"Thriller,Crime",en,"The complicated life and controversial suicide of George Reeves is investigated by a fictional private detective who finds that there are reasons to suspect that Reeves may not have killed himself after all. The detective also finds that there is a little of George Reeves in himself, and maybe, each of us.",10.044,2006-08-31,6.1,304
339408,The Birth of a Nation,Drama,en,"Nat Turner, a former slave in America, leads a liberation movement in 1831 to free African-Americans in Virginia that results in a violent retaliation from whites.",8.228,2016-09-09,6.5,466
208134,Jackass Presents: Bad Grandpa,Comedy,en,"86-year-old Irving Zisman is on a journey across America with the most unlikely companion: his 8 year-old grandson, Billy.",28.662,2013-10-22,6.1,1332
12526,Bug,"Drama,Horror,Thriller",en,"In Oklahoma, Agnes, a lonely waitress living in an isolated and dilapidated roadside motel, meets Peter, a quiet and mysterious man with whom she establishes a peculiar relationship.",7.181,2006-11-11,6.1,412
52449,Bad Teacher,Comedy,en,"A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her.",29.021,2011-05-16,5.6,4088
532938,The Shiny Shrimps,Comedy,fr,"Matthias Le Goff, an Olympic champion at the end of his career, makes a homophobic statement on TV. His punishment: coach the Shiny Shrimps, a flamboyant and amateur gay water-polo team. They have only one thing in mind: to qualify for the Gay Games in Croatia where the hottest international LGBT athletes compete. It's the start of a bumpy and joyful ride - Faster, Higher, Stronger.",7.574,2019-05-08,6.6,369
8337,They Live,"Science Fiction,Action",en,"Nada, a wanderer without meaning in his life, discovers a pair of sunglasses capable of showing the world the way it truly is. As he walks the streets of Los Angeles, Nada notices that both the media and the government are comprised of subliminal messages meant to keep the population subdued, and that most of the social elite are skull-faced aliens bent on world domination. With this shocking discovery, Nada fights to free humanity from the mind-controlling aliens.",17.798,1988-11-23,7.3,2296
71524,Ace of Aces,"Adventure,Comedy",fr,"In this action comedy the French boxer Jo Cavalier is charmed on the train to Berlin for the Olympics in Hitler's Germany by the little boy Simon Rosenblum who asks his autograph; when it turns out his adorable young fan is a Jewish orphan in danger of persecution, he risks his one shot at Olympic glory to save Simon and his family, helped only by a German officer-gentleman who became his friend in World War I, by an adventurous escape to Switzerland, Nazi troops on their heals and braving impossible odds in roller coaster-style.",6.626,1982-10-27,7.2,248
295151,Let It Snow,"Romance,Comedy",en,"In a small town on Christmas Eve, a snowstorm brings together a group of young people. They soon find their friendships and love lives colliding, and come Christmas morning, nothing will be the same.",16.374,2019-11-08,6.1,1014
315011,Shin Godzilla,"Action,Science Fiction,Horror",ja,"When a massive, gilled monster emerges from the deep and tears through the city, the government scrambles to save its citizens.  A rag-tag team of volunteers cuts through a web of red tape to uncover the monster's weakness and its mysterious ties to a foreign superpower.  But time is not on their side - the greatest catastrophe to ever befall the world is about to evolve right before their very eyes.",28.631,2016-07-29,7.1,849
3529,The Thin Man,"Comedy,Crime,Mystery",en,A husband and wife detective team takes on the search for a missing inventor and almost get killed for their efforts.,10.113,1934-05-25,7.6,332
290250,The Nice Guys,"Comedy,Crime,Action",en,A private eye investigates the apparent suicide of a fading porn star in 1970s Los Angeles and uncovers a conspiracy.,33.613,2016-05-15,7.1,6529
340676,Personal Shopper,"Drama,Mystery,Thriller",en,"Maureen, mid-20s, is a personal shopper for a media celebrity. The job pays for her stay in Paris, a city she refuses to leave until she makes contact with her twin brother who previously died there. Her life becomes more complicated when a mysterious person contacts her via text message.",24.99,2016-10-19,5.9,1028
1273,TMNT,"Adventure,Animation,Comedy,Family",en,"After the defeat of their old arch nemesis, The Shredder, the Turtles have grown apart as a family. Struggling to keep them together, their rat sensei, Splinter, becomes worried when strange things begin to brew in New York City.",17.455,2007-03-23,6.1,868
46705,Blue Valentine,"Drama,Romance",en,"Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage.",17.963,2010-12-16,7.0,2667
162,Edward Scissorhands,"Fantasy,Drama,Romance",en,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,57.006,1990-12-05,7.7,11045
380225,Like Crazy,"Drama,Comedy",it,"Beatrice is a blabbermouth and a so-called billionaire countess who likes to believe she’s in intimacy with world leaders. Donatella is a young quiet tattooed woman, locked in her own mystery. They are both patients of a mental institution and subject to custodial measures.",7.018,2016-05-17,7.4,798
15653,An Extremely Goofy Movie,"Animation,Family,Comedy",en,"It's all extreme sports and a life of freedom as Max sets off for college -- but Goofy misses Max so much he loses his job and goes to finish college alongside Max and his friends. But as Goofy tries to get closer to Max, both must go to the extreme to learn how to live their own lives together.",17.777,2000-02-29,6.4,491
15947,The Three Caballeros,"Animation,Family,Music",en,"For Donald's birthday he receives a box with three gifts inside. The gifts, a movie projector, a pop-up book, and a pinata, each take Donald on wild adventures through Mexico and South America.",13.603,1944-07-21,6.4,556
11772,The Haunting,Horror,en,"Dr. Markway, doing research to prove the existence of ghosts, investigates Hill House, a large, eerie mansion with a lurid history of violent death and insanity.",9.077,1963-08-21,7.2,463
30675,Planet Hulk,"Science Fiction,Animation,Action",en,"When the Hulk's presence on Earth becomes too great a risk, the Illuminati trick him to board a shuttle destined for a planet where he will be able to live in peace, and launch it into space. The Hulk's struggle to escape causes the shuttle to malfunction and crash land on the planet Sakaar, however, where he is sold into slavery and trained as a gladiator.",32.573,2010-02-02,7.0,380
624479,Superman II: The Richard Donner Cut,"Science Fiction,Action,Adventure",en,"Superman agrees to sacrifice his powers to start a relationship with Lois Lane, unaware that three Kryptonian criminals he inadvertently released are conquering Earth.",14.244,2006-11-02,7.5,203
13934,Mater and the Ghostlight,"Animation,Family",en,"Mater, the rusty but trusty tow truck from Cars, spends a day in Radiator Springs playing scary pranks on his fellow townsfolk. That night at Flo's V8 Café, the Sheriff tells the story of the legend of the Ghostlight, and as everyone races home Mater is left alone primed for a good old-fashioned scare.",12.212,2006-07-27,6.2,346
1452,Superman Returns,"Science Fiction,Action,Adventure",en,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",29.45,2006-06-28,5.7,3495
7874,Black Snake Moan,Drama,en,"A God-fearing bluesman takes to a wild young woman who, as a victim of childhood sexual abuse, is looking everywhere for love, but never quite finding it.",13.443,2006-12-31,6.9,700
4912,Confessions of a Dangerous Mind,"Comedy,Crime,Drama,Romance,Thriller",en,"Television made him famous, but his biggest hits happened off screen. Television producer by day, CIA assassin by night, Chuck Barris was recruited by the CIA at the height of his TV career and trained to become a covert operative. Or so Barris said.",9.063,2002-12-31,6.7,929
38366,Il ciclone,"Comedy,Romance",it,"The everyday life of accountant Levante, his family and the other people of a small town in the Tuscan countryside is taken by storm by the serendipitous arrival of five beautiful flamenco dancers from Spain.",7.393,1996-12-20,6.9,648
467660,Unsane,"Horror,Thriller",en,A woman is involuntarily committed to a mental institution where she is confronted by her greatest fear.,14.112,2018-02-21,6.3,1288
20829,Funny People,"Comedy,Drama",en,"Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.",39.574,2009-07-30,5.8,1056
14646,Family Resemblances,Comedy,fr,"An upper middle-class French family celebrates a birthday in a restaurant. In one evening and during one meal, family history, tensions, collective and separate grudges, delights, and memories both clash and coalesce.",4.469,1996-09-07,7.3,218
12335,Bedknobs and Broomsticks,"Adventure,Fantasy,Comedy,Family,Music",en,Three children evacuated from London during World War II are forced to stay with an eccentric spinster (Eglantine Price). The children's initial fears disappear when they find out she is in fact a trainee witch.,13.614,1971-10-07,7.0,778
6950,Outbreak,"Action,Drama,Science Fiction,Thriller",en,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",20.975,1995-03-10,6.5,1823
583268,"Someone, Somewhere","Drama,Romance,Comedy",fr,"Rémy and Mélanie live next door to each other in Paris but have never met. The two thirty-year-old Parisians search for connections online, but never have much success. Falling deeper into loneliness and depression, both decide to start attending regular therapy. With the help of their therapists, they uncover the real roots of their issues, and find that the connection they were both searching for is much closer than they thought.",7.668,2019-09-11,6.4,457
79218,Ice Age: A Mammoth Christmas,"Animation,Family,TV Movie",en,"When Sid accidentally destroys Manny's heirloom Christmas rock and ends up on Santa's naughty list, he leads a hilarious quest to the North Pole to make things right and ends up making things much worse. Now it's up to Manny and his prehistoric posse to band together and save Christmas for the entire world!",20.056,2011-11-24,6.4,531
10312,Patch Adams,"Comedy,Drama",en,"The true story of Dr. Hunter ""Patch"" Adams, who in the 1970s found that humor is the best medicine, and was willing to do just anything to make his patients laugh—even if it meant risking his own career.",17.577,1998-12-25,7.3,2754
1653,The Motorcycle Diaries,Drama,es,"Based on the journals of Che Guevara, leader of the Cuban Revolution. In his memoirs, Guevara recounts adventures he and best friend Alberto Granado had while crossing South America by motorcycle in the early 1950s.",9.353,2004-02-06,7.4,1035
724089,Gabriel's Inferno: Part II,Romance,en,"Professor Gabriel Emerson finally learns the truth about Julia Mitchell's identity, but his realization comes a moment too late. Julia is done waiting for the well-respected Dante specialist to remember her and wants nothing more to do with him. Can Gabriel win back her heart before she finds love in another's arms?",14.924,2020-07-31,8.5,1420
581389,Space Sweepers,"Drama,Fantasy,Science Fiction",ko,"When the crew of a space junk collector ship called The Victory discovers a humanoid robot named Dorothy that's known to be a weapon of mass destruction, they get involved in a risky business deal which puts their lives at stake.",67.829,2021-02-05,7.1,800
9066,The Brady Bunch Movie,"Family,Comedy",en,"The original '70s TV family is now placed in the 1990s, where they're even more square and out of place than ever.",7.496,1995-02-16,6.2,224
6058,The Patriot,"Action,Thriller",en,"A deadly virus threatens to wipe out an entire Rocky Mountain town, leaving the town doctor to find some way to escape the soldiers who enforce the town's quarantine and devise an antidote. Matters take a more deadly turn after the physician is captured by a dangerously unstable band of militia extremists.",10.012,1998-07-10,5.7,297
